iteration,label,operation,gas_used,duration_ms,policy_id,outcome
483,createTestPolicy_483,createTestPolicy,227513,0.638,483,
483,expirePolicy_483,expirePolicy,55081,0.464,483,expired
484,createTestPolicy_484,createTestPolicy,227513,0.680,484,
484,finalize_484,finalize,92742,0.601,484,payout
485,createTestPolicy_485,createTestPolicy,227513,0.665,485,
485,expirePolicy_485,expirePolicy,55081,0.468,485,expired
486,createTestPolicy_486,createTestPolicy,227513,0.682,486,
486,finalize_486,finalize,69688,0.525,486,no_payout
487,createTestPolicy_487,createTestPolicy,227513,0.674,487,
487,expirePolicy_487,expirePolicy,55081,0.483,487,expired
488,createTestPolicy_488,createTestPolicy,227513,0.723,488,
488,finalize_488,finalize,92742,0.586,488,payout
489,createTestPolicy_489,createTestPolicy,227513,0.687,489,
489,expirePolicy_489,expirePolicy,55081,0.457,489,expired
490,createTestPolicy_490,createTestPolicy,227513,0.672,490,
490,finalize_490,finalize,69688,0.512,490,no_payout
491,createTestPolicy_491,createTestPolicy,227513,0.728,491,
491,expirePolicy_491,expirePolicy,55081,0.467,491,expired
492,createTestPolicy_492,createTestPolicy,227513,0.658,492,
492,finalize_492,finalize,92742,0.610,492,payout
493,createTestPolicy_493,createTestPolicy,227513,0.674,493,
493,expirePolicy_493,expirePolicy,55081,0.451,493,expired
494,createTestPolicy_494,createTestPolicy,227513,0.673,494,
494,finalize_494,finalize,69688,0.510,494,no_payout
495,createTestPolicy_495,createTestPolicy,227513,0.688,495,
495,expirePolicy_495,expirePolicy,55081,0.486,495,expired
496,createTestPolicy_496,createTestPolicy,227513,0.732,496,
496,finalize_496,finalize,92742,0.663,496,payout
497,createTestPolicy_497,createTestPolicy,227513,0.706,497,
497,expirePolicy_497,expirePolicy,55081,0.471,497,expired
498,createTestPolicy_498,createTestPolicy,227513,0.712,498,
498,finalize_498,finalize,69688,0.543,498,no_payout
499,createTestPolicy_499,createTestPolicy,227513,0.689,499,
499,expirePolicy_499,expirePolicy,55081,0.461,499,expired
500,createTestPolicy_500,createTestPolicy,227513,0.661,500,
500,finalize_500,finalize,92742,0.604,500,payout
